1,6.829016399999091
2,3.819679506999819
3,2.821143627999845
4,2.424638332999166
5,2.2233576600010565
6,2.0302995660022134
7,2.0324390679998032
8,2.029139235997718
9,2.028097219998017
10,2.034533518999524
11,2.032008000998758
12,2.0313837520006928
13,2.0299166530021466
14,2.0314246689995343
15,2.033517967996886
16,2.0312079479990643
17,2.031230313998094
18,2.032575969999016
19,2.028718382000079
20,2.029163568000513
21,2.0297103689990763
22,2.0308952419982234
23,2.0305935530013812
24,2.029270767001435
25,2.0257180689986853
26,2.0318977440001618
27,2.033318199999485
28,2.0326008219999494
29,2.033525858001667
30,2.0278329549983027
31,2.0340502809995087
32,2.031945328999427
33,2.0314999309994164
34,2.031303002000641
35,2.0335809319985856
36,2.030013997002243
37,2.0296870800011675
38,2.0299457619985333
39,2.0310553700001037
40,2.032054702998721
41,2.0329433269980655
42,2.031568922000588
43,2.0322882250002294
44,2.0313411110000743
45,2.034586371999467
46,2.0347724840030423
47,2.033060386998841
48,2.029053386002488
49,2.0311936380021507
50,2.032252992001304
51,2.03037459099869
52,2.0334816049980873
53,2.034415263999108
54,2.029590377002023
55,2.0292297349988075
56,2.03140807499949
57,2.0304657369997585
58,2.0347551660015597
59,2.032406780999736
60,2.0269434840010945
61,2.0318770699996094
62,2.02900623199821
63,2.0326187630016648
64,2.0347934729979897
65,2.0312035599999945
66,2.0339912340023147
67,2.0316804649992264
68,2.0293144740026037
69,2.0353061300011177
70,2.0344292110021343
71,2.032622240996716
72,2.0382714820007095
73,2.0324261330024456
74,2.0266348570003174
75,2.028285739997955
76,2.030471554000542
77,2.038400133998948
78,2.031674716003181
79,2.0317953810008476
80,2.034626904001925
81,2.0330932039978507
82,2.0311998260003747
83,2.032213115002378
84,2.0295366530008323
85,2.0343956100005016
86,2.028430986996682
87,2.02926240600209
88,2.031548817001749
89,2.033979335003096
90,2.0319126450012845
91,2.032762257000286
92,2.0299888900008227
93,2.033672782003123
94,2.0301528129966755
95,2.0300149169997894
96,2.036229043002095
97,2.029645446000359
98,2.0267696990013064
99,2.0280672810004035
100,2.032720197999879
